AC;AC;10000000001
AC;AC;10000000002
AC;AC;10000000003
AC;AC;10000000004
AC;AC;10000000005
AC;AC;10000000021
AC;AC;10000000022
AC;AC;10000000023
AC;AC;10000000024
AC;AC;10000000025
AC;AC;10000000026
AC;AC;10000000027
AC;AC;10000000028
AC;AC;10000000029
AC;AC;10000000030
AC;AC;10000000031
AC;AC;10000000032
AC;AC;10000000033
AC;AC;10000000034
AC;AC;10000000035
AC;AC;10000000036
AC;AC;10000000037
AC;AC;10000000038
AC;AC;10000000039
AC;AC;10000000040
AC;AC;10000000041
AC;AC;10000000042
AC;AC;10000000043
AC;AC;10000000044
AC;AC;10000000045
AC;AC;10000000046
AC;AC;10000000047
AC;AC;10000000048
AC;AC;10000000049
AC;AC;10000000050
AC;AC;10000000051
AC;AC;10000000052
AC;AC;10000000053
AC;AC;10000000054
AC;AC;10000000055
AC;AC;10000000056
AC;AC;10000000057
AC;AC;10000000058
AC;AC;10000000059
AC;AC;10000000060
AC;AC;10000000061
AC;AC;10000000062
AC;AC;10000000063
AC;AC;10000000064
AC;AC;10000000065
AC;AC;10000000066
AC;AC;10000000067
AC;AC;10000000068
AC;AC;10000000069
AC;AC;10000000070
AC;AC;10000000071
AC;AC;10000000072
AC;AC;10000000073
AC;AC;10000000074
AC;AC;10000000075
AC;AC;10000000076
AC;AC;10000000077
AC;AC;10000000078
AC;AC;10000000079
AC;AC;10000000080
AC;AC;10000000081
AC;AC;10000000082
AC;AC;10000000083
AC;AC;10000000084
AC;AC;10000000085
AC;AC;10000000086
AC;AC;10000000087
AC;AC;10000000088
AC;AC;10000000089
AC;AC;10000000090
AC;AC;10000000091
AC;AC;10000000092
AC;AC;10000000093
AC;AC;10000000094
AC;AC;10000000095
AC;AC;10000000096
AC;AC;10000000097
AC;AC;10000000098
AC;AC;10000000099
AC;AC;10000000100
AC;AC;10000000101
AC;AC;10000000102
AC;AC;10000000103
AC;AC;10000000104
AC;AC;10000000105
AC;AC;10000000106
AC;AC;10000000107
AC;AC;10000000108
AC;AC;10000000109
AC;AC;10000000110
AC;AC;10000000111
AC;AC;10000000112
AC;AC;10000000113
AC;AC;10000000114
AC;AC;10000000115
AC;AC;10000000116
AC;AC;10000000117
AC;AC;10000000118
AC;AC;10000000119
AC;AC;10000000120
AC;AC;10000000121
AC;AC;10000000122
AC;AC;10000000123
AC;AC;10000000124
AC;AC;10000000125
AC;AC;10000000126
AC;AC;10000000127
AC;AC;10000000128
AC;AC;10000000129
AC;AC;10000000130
AC;AC;10000000131
AC;AC;10000000132
AC;AC;10000000133
AC;AC;10000000134
AC;AC;10000000135
AC;AC;10000000136
AC;AC;10000000137
AC;AC;10000000138
AC;AC;10000000139
AC;AC;10000000140
AC;AC;10000000141
AC;AC;10000000142
AC;AC;10000000143
AC;AC;10000000144
AC;AC;10000000145
AC;AC;10000000146
AC;AC;10000000147
AC;AC;10000000148
AC;AC;10000000149
AC;AC;10000000150
AC;AC;10000000151
AC;AC;10000000152
AC;AC;10000000153
AC;AC;10000000154
AC;AC;10000000155
AC;AC;10000000156
AC;AC;10000000157
AC;AC;10000000158
AC;AC;10000000159
AC;AC;10000000160
AC;AC;10000000161
AC;AC;10000000162
AC;AC;10000000163
AC;AC;10000000164
AC;AC;10000000165
AC;AC;10000000166
AC;AC;10000000167
AC;AC;10000000168
AC;AC;10000000169
AC;AC;10000000170
AC;AC;10000000171
AC;AC;10000000172
AC;AC;10000000173
AC;AC;10000000174
AC;AC;10000000175
AC;AC;10000000176
AC;AC;10000000177
AC;AC;10000000178
AC;AC;10000000179
AC;AC;10000000180
AC;AC;10000000181
AC;AC;10000000182
AC;AC;10000000183
